ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas,Christmas_lower,Christmas_upper,International Workers Day,International Workers Day_lower,International Workers Day_upper,NewYear,NewYear_lower,NewYear_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-01-15,225.3741627830858,-528.6429796480159,1095.6169082459194,225.3741627830858,225.3741627830858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.977581053437952,8.977581053437952,8.977581053437952,0.0,0.0,0.0,3.4832718509969838,3.4832718509969838,3.4832718509969838,5.494309202440968,5.494309202440968,5.494309202440968,0.0,0.0,0.0,234.35174383652375
2014-01-16,225.47235256760962,-561.9099940858198,1016.0661653021359,225.47235256760962,225.47235256760962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2412746314445812,-0.2412746314445812,-0.2412746314445812,0.0,0.0,0.0,-9.342140043132463,-9.342140043132463,-9.342140043132463,9.100865411687883,9.100865411687883,9.100865411687883,0.0,0.0,0.0,225.23107793616504
2014-01-18,225.66873213665724,-578.9656039857806,1061.5803872676254,225.66873213665724,225.66873213665724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.318923655707612,3.318923655707612,3.318923655707612,0.0,0.0,0.0,-13.812211975601683,-13.812211975601683,-13.812211975601683,17.131135631309295,17.131135631309295,17.131135631309295,0.0,0.0,0.0,228.98765579236485
2014-01-19,225.76692192118105,-529.8857454073003,1029.742524507121,225.76692192118105,225.76692192118105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.813229853440498,13.813229853440498,13.813229853440498,0.0,0.0,0.0,-7.556088554820246,-7.556088554820246,-7.556088554820246,21.369318408260746,21.369318408260746,21.369318408260746,0.0,0.0,0.0,239.58015177462156
2014-01-20,225.86511170570486,-543.8879813417592,1034.630919506865,225.86511170570486,225.86511170570486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.442773990678173,23.442773990678173,23.442773990678173,0.0,0.0,0.0,-2.1743652837274263,-2.1743652837274263,-2.1743652837274263,25.617139274405595,25.617139274405595,25.617139274405595,0.0,0.0,0.0,249.30788569638304
2014-01-21,225.96330149022867,-491.8503159858955,1143.472703266844,225.96330149022867,225.96330149022867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.43223010191906,56.43223010191906,56.43223010191906,0.0,0.0,0.0,26.67003726222165,26.67003726222165,26.67003726222165,29.762192839697413,29.762192839697413,29.762192839697413,0.0,0.0,0.0,282.39553159214773
2014-01-23,226.1596810592763,-531.7004729829044,1037.7006533412327,226.1596810592763,226.1596810592763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.938021100912657,27.938021100912657,27.938021100912657,0.0,0.0,0.0,-9.342140043090652,-9.342140043090652,-9.342140043090652,37.28016114400331,37.28016114400331,37.28016114400331,0.0,0.0,0.0,254.09770216018896
2014-01-26,226.45425041284778,-567.0070848669142,1037.0499395946906,226.45425041284778,226.45425041284778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.37621684660147,37.37621684660147,37.37621684660147,0.0,0.0,0.0,-7.556088554828689,-7.556088554828689,-7.556088554828689,44.93230540143017,44.93230540143017,44.93230540143017,0.0,0.0,0.0,263.8304672594493
2014-01-27,226.5524401973716,-502.22711406860265,996.3091718626661,226.5524401973716,226.5524401973716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.93466436741249,43.93466436741249,43.93466436741249,0.0,0.0,0.0,-2.1743652836802063,-2.1743652836802063,-2.1743652836802063,46.10902965109269,46.10902965109269,46.10902965109269,0.0,0.0,0.0,270.4871045647841
2014-01-28,226.6506299818954,-490.6106671528351,1090.4081054731537,226.6506299818954,226.6506299818954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.13065824117892,73.13065824117892,73.13065824117892,0.0,0.0,0.0,26.67003726217179,26.67003726217179,26.67003726217179,46.46062097900714,46.46062097900714,46.46062097900714,0.0,0.0,0.0,299.78128822307434
2014-01-30,226.84700955094303,-559.4079952013261,1066.0795034784012,226.84700955094303,226.84700955094303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.12204497358558,35.12204497358558,35.12204497358558,0.0,0.0,0.0,-9.342140043103052,-9.342140043103052,-9.342140043103052,44.46418501668864,44.46418501668864,44.46418501668864,0.0,0.0,0.0,261.9690545245286
2014-01-31,226.94519933546684,-598.5349479153838,1084.0612889814279,226.94519933546684,226.94519933546684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.78193550017241,44.78193550017241,44.78193550017241,0.0,0.0,0.0,2.731496744005522,2.731496744005522,2.731496744005522,42.05043875616688,42.05043875616688,42.05043875616688,0.0,0.0,0.0,271.7271348356393
2014-02-01,227.04338911999065,-535.4561652846738,1126.135816567407,227.04338911999065,227.04338911999065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.870797595533833,24.870797595533833,24.870797595533833,0.0,0.0,0.0,-13.812211975579872,-13.812211975579872,-13.812211975579872,38.68300957111371,38.68300957111371,38.68300957111371,0.0,0.0,0.0,251.9141867155245
2014-02-02,227.1415789045145,-516.2527095774615,998.7100710126908,227.1415789045145,227.1415789045145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.825052797465112,26.825052797465112,26.825052797465112,0.0,0.0,0.0,-7.556088554826807,-7.556088554826807,-7.556088554826807,34.38114135229191,34.38114135229191,34.38114135229191,0.0,0.0,0.0,253.9666317019796
2014-02-03,227.2397686890383,-570.1846607493189,1029.9553515131167,227.2397686890383,227.2397686890383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.011529486719017,27.011529486719017,27.011529486719017,0.0,0.0,0.0,-2.1743652836764054,-2.1743652836764054,-2.1743652836764054,29.18589477039542,29.18589477039542,29.18589477039542,0.0,0.0,0.0,254.2512981757573
2014-02-04,227.3379584735621,-521.6121914540776,1008.9363937689889,227.3379584735621,227.3379584735621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.82994294591255,49.82994294591255,49.82994294591255,0.0,0.0,0.0,26.670037262161692,26.670037262161692,26.670037262161692,23.159905683750857,23.159905683750857,23.159905683750857,0.0,0.0,0.0,277.1679014194747
2014-02-06,227.53433804260973,-524.9784560471114,1036.4195335117754,227.53433804260973,227.53433804260973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37307595149868755,-0.37307595149868755,-0.37307595149868755,0.0,0.0,0.0,-9.342140043061079,-9.342140043061079,-9.342140043061079,8.969064091562391,8.969064091562391,8.969064091562391,0.0,0.0,0.0,227.16126209111104
2014-02-07,227.63252782713357,-544.0968928173585,978.3232537767929,227.63252782713357,227.63252782713357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7595162313208172,3.7595162313208172,3.7595162313208172,0.0,0.0,0.0,2.731496744063835,2.731496744063835,2.731496744063835,1.0280194872569823,1.0280194872569823,1.0280194872569823,0.0,0.0,0.0,231.3920440584544
2014-02-08,227.73071761165738,-625.390178758108,958.0098102797688,227.73071761165738,227.73071761165738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.112322763373946,-21.112322763373946,-21.112322763373946,0.0,0.0,0.0,-13.812211975595906,-13.812211975595906,-13.812211975595906,-7.300110787778038,-7.300110787778038,-7.300110787778038,0.0,0.0,0.0,206.61839484828343
2014-02-11,228.02528696522884,-506.75049845445585,947.8343730069505,228.02528696522884,228.02528696522884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.396440478949025,-6.396440478949025,-6.396440478949025,0.0,0.0,0.0,26.670037262194906,26.670037262194906,26.670037262194906,-33.06647774114393,-33.06647774114393,-33.06647774114393,0.0,0.0,0.0,221.62884648627983
2014-02-12,228.12347674975265,-554.7356762881793,996.9541521080225,228.12347674975265,228.12347674975265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.882317458262705,-37.882317458262705,-37.882317458262705,0.0,0.0,0.0,3.483271850970879,3.483271850970879,3.483271850970879,-41.365589309233584,-41.365589309233584,-41.365589309233584,0.0,0.0,0.0,190.24115929148996
2014-02-14,228.31985631880028,-650.420181447148,965.749138145215,228.31985631880028,228.31985631880028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.78809873323257,-53.78809873323257,-53.78809873323257,0.0,0.0,0.0,2.731496744023074,2.731496744023074,2.731496744023074,-56.51959547725565,-56.51959547725565,-56.51959547725565,0.0,0.0,0.0,174.5317575855677
2014-02-15,228.4180461033241,-656.3459679449423,976.0466059655098,228.4180461033241,228.4180461033241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.86400809397632,-76.86400809397632,-76.86400809397632,0.0,0.0,0.0,-13.812211975611943,-13.812211975611943,-13.812211975611943,-63.05179611836438,-63.05179611836438,-63.05179611836438,0.0,0.0,0.0,151.55403800934778
2014-02-16,228.5162358878479,-604.2219988299203,952.8422881349474,228.5162358878479,228.5162358878479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.24457843850247,-76.24457843850247,-76.24457843850247,0.0,0.0,0.0,-7.55608855482853,-7.55608855482853,-7.55608855482853,-68.68848988367395,-68.68848988367395,-68.68848988367395,0.0,0.0,0.0,152.2716574493454
2014-02-17,228.6144256723717,-661.4373264680356,844.3195048472259,228.6144256723717,228.6144256723717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.4719834036457,-75.4719834036457,-75.4719834036457,0.0,0.0,0.0,-2.1743652837037324,-2.1743652837037324,-2.1743652837037324,-73.29761811994196,-73.29761811994196,-73.29761811994196,0.0,0.0,0.0,153.14244226872603
2014-02-18,228.71261545689552,-586.3994733109183,1001.5973246780783,228.71261545689552,228.71261545689552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.094500963065215,-50.094500963065215,-50.094500963065215,0.0,0.0,0.0,26.670037262184803,26.670037262184803,26.670037262184803,-76.76453822525002,-76.76453822525002,-76.76453822525002,0.0,0.0,0.0,178.61811449383032
2014-02-20,228.90899502594314,-625.5904113628432,938.8670077866414,228.90899502594314,228.90899502594314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.2579804086189,-89.2579804086189,-89.2579804086189,0.0,0.0,0.0,-9.342140043085879,-9.342140043085879,-9.342140043085879,-79.91584036553303,-79.91584036553303,-79.91584036553303,0.0,0.0,0.0,139.65101461732422
2014-02-21,229.007184810467,-642.5224573946173,956.8885074282848,229.007184810467,229.007184810467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.74836575212514,-76.74836575212514,-76.74836575212514,0.0,0.0,0.0,2.7314967440714115,2.7314967440714115,2.7314967440714115,-79.47986249619656,-79.47986249619656,-79.47986249619656,0.0,0.0,0.0,152.25881905834189
2014-02-22,229.10537459499082,-628.6646543010494,935.2244076256864,229.10537459499082,229.10537459499082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.47619924253766,-91.47619924253766,-91.47619924253766,0.0,0.0,0.0,-13.812211975574092,-13.812211975574092,-13.812211975574092,-77.66398726696356,-77.66398726696356,-77.66398726696356,0.0,0.0,0.0,137.62917535245316
2014-02-23,229.20356437951463,-689.0535037380623,920.2117207463851,229.20356437951463,229.20356437951463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.02760231408783,-82.02760231408783,-82.02760231408783,0.0,0.0,0.0,-7.556088554824232,-7.556088554824232,-7.556088554824232,-74.47151375926362,-74.47151375926362,-74.47151375926362,0.0,0.0,0.0,147.1759620654268
2014-02-24,229.30175416403844,-678.8633093208028,948.6642675163829,229.30175416403844,229.30175416403844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.10631464869346,-72.10631464869346,-72.10631464869346,0.0,0.0,0.0,-2.1743652836999314,-2.1743652836999314,-2.1743652836999314,-69.93194936499353,-69.93194936499353,-69.93194936499353,0.0,0.0,0.0,157.195439515345
2014-02-27,229.59632351760987,-635.7995950610923,966.4414323709368,229.59632351760987,229.59632351760987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.24806477155294,-58.24806477155294,-58.24806477155294,0.0,0.0,0.0,-9.342140043043905,-9.342140043043905,-9.342140043043905,-48.905924728509035,-48.905924728509035,-48.905924728509035,0.0,0.0,0.0,171.34825874605693
2014-03-01,229.79270308665753,-598.5497947493085,1037.1327312277817,229.79270308665753,229.79270308665753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.60652738200377,-43.60652738200377,-43.60652738200377,0.0,0.0,0.0,-13.812211975590133,-13.812211975590133,-13.812211975590133,-29.794315406413634,-29.794315406413634,-29.794315406413634,0.0,0.0,0.0,186.18617570465375
2014-03-02,229.89089287118134,-621.6476473675525,997.1835583960147,229.89089287118134,229.89089287118134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.69257190429872,-26.69257190429872,-26.69257190429872,0.0,0.0,0.0,-7.55608855481993,-7.55608855481993,-7.55608855481993,-19.136483349478794,-19.136483349478794,-19.136483349478794,0.0,0.0,0.0,203.19832096688262
2014-03-03,229.98908265570515,-573.0092471288427,1065.0159300365315,229.98908265570515,229.98908265570515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.14292277862736,-10.14292277862736,-10.14292277862736,0.0,0.0,0.0,-2.174365283687644,-2.174365283687644,-2.174365283687644,-7.968557494939716,-7.968557494939716,-7.968557494939716,0.0,0.0,0.0,219.84615987707778
2014-03-04,230.08727244022896,-531.0146472258177,1065.573244512589,230.08727244022896,230.08727244022896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.19884009993089,30.19884009993089,30.19884009993089,0.0,0.0,0.0,26.67003726216638,26.67003726216638,26.67003726216638,3.5288028377645095,3.5288028377645095,3.5288028377645095,0.0,0.0,0.0,260.2861125401598
2014-03-05,230.18546222475277,-501.96713978378466,1066.2999114127183,230.18546222475277,230.18546222475277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65280468703179,18.65280468703179,18.65280468703179,0.0,0.0,0.0,3.483271850949812,3.483271850949812,3.483271850949812,15.169532836081977,15.169532836081977,15.169532836081977,0.0,0.0,0.0,248.83826691178456
2014-03-07,230.38184179380042,-479.65931590186574,1149.0062847590189,230.38184179380042,230.38184179380042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.863879856190664,40.863879856190664,40.863879856190664,0.0,0.0,0.0,2.7314967440543896,2.7314967440543896,2.7314967440543896,38.132383112136274,38.132383112136274,38.132383112136274,0.0,0.0,0.0,271.2457216499911
2014-03-10,230.67641114737188,-490.9830085817449,1095.9312444760296,230.67641114737188,230.67641114737188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.92987662283983,66.92987662283983,66.92987662283983,0.0,0.0,0.0,-2.1743652837187732,-2.1743652837187732,-2.1743652837187732,69.1042419065586,69.1042419065586,69.1042419065586,0.0,0.0,0.0,297.6062877702117
2014-03-11,230.7746009318957,-479.5948203870721,1071.608600702535,230.7746009318957,230.7746009318957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.53248589215643,104.53248589215643,104.53248589215643,0.0,0.0,0.0,26.670037262197813,26.670037262197813,26.670037262197813,77.8624486299586,77.8624486299586,77.8624486299586,0.0,0.0,0.0,335.30708682405213
2014-03-14,231.06917028546712,-467.23879596180313,1113.408133319906,231.06917028546712,231.06917028546712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.44806801166074,100.44806801166074,100.44806801166074,0.0,0.0,0.0,2.731496744068153,2.731496744068153,2.731496744068153,97.71657126759257,97.71657126759257,97.71657126759257,0.0,0.0,0.0,331.51723829712785
2014-03-15,231.16736006999093,-455.62236916092314,1127.8623388824185,231.16736006999093,231.16736006999093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.11032227723386,88.11032227723386,88.11032227723386,0.0,0.0,0.0,-13.812211975594384,-13.812211975594384,-13.812211975594384,101.92253425282826,101.92253425282826,101.92253425282826,0.0,0.0,0.0,319.2776823472248
2014-03-16,231.26554985451475,-513.8796577241234,1163.5665262616055,231.26554985451475,231.26554985451475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.28824662948406,97.28824662948406,97.28824662948406,0.0,0.0,0.0,-7.556088554824072,-7.556088554824072,-7.556088554824072,104.84433518430814,104.84433518430814,104.84433518430814,0.0,0.0,0.0,328.5537964839988
2014-03-17,231.36373963903856,-486.2007418149367,1091.7987490323621,231.36373963903856,231.36373963903856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.29638801845921,104.29638801845921,104.29638801845921,0.0,0.0,0.0,-2.174365283714973,-2.174365283714973,-2.174365283714973,106.47075330217419,106.47075330217419,106.47075330217419,0.0,0.0,0.0,335.66012765749775
2014-03-18,231.46192942356237,-443.4583874614657,1146.8417378319052,231.46192942356237,231.46192942356237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.4840244142127,133.4840244142127,133.4840244142127,0.0,0.0,0.0,26.670037262187716,26.670037262187716,26.670037262187716,106.813987152025,106.813987152025,106.813987152025,0.0,0.0,0.0,364.94595383777505
2014-03-19,231.56011920808618,-464.9230541162675,1105.9927942290024,231.56011920808618,231.56011920808618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.39199715118137,109.39199715118137,109.39199715118137,0.0,0.0,0.0,3.483271850886601,3.483271850886601,3.483271850886601,105.90872530029476,105.90872530029476,105.90872530029476,0.0,0.0,0.0,340.95211635926756
2014-03-21,231.75649877713386,-420.60175444694363,1140.103863126611,231.75649877713386,231.75649877713386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.32657788601924,103.32657788601924,103.32657788601924,0.0,0.0,0.0,2.731496744071943,2.731496744071943,2.731496744071943,100.5950811419473,100.5950811419473,100.5950811419473,0.0,0.0,0.0,335.08307666315307
2014-03-22,231.85468856165767,-445.03895825991145,1048.6785207791745,231.85468856165767,231.85468856165767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.54160918434584,82.54160918434584,82.54160918434584,0.0,0.0,0.0,-13.812211975584354,-13.812211975584354,-13.812211975584354,96.35382115993019,96.35382115993019,96.35382115993019,0.0,0.0,0.0,314.3962977460035
2014-03-23,231.95287834618148,-464.02219956360216,1080.2427381571551,231.95287834618148,231.95287834618148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6374940564243,83.6374940564243,83.6374940564243,0.0,0.0,0.0,-7.556088554819777,-7.556088554819777,-7.556088554819777,91.19358261124408,91.19358261124408,91.19358261124408,0.0,0.0,0.0,315.5903724026058
2014-03-24,232.0510681307053,-499.07584881973946,1072.403593004816,232.0510681307053,232.0510681307053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.05838042688674,83.05838042688674,83.05838042688674,0.0,0.0,0.0,-2.17436528371117,-2.17436528371117,-2.17436528371117,85.23274571059791,85.23274571059791,85.23274571059791,0.0,0.0,0.0,315.10944855759203
2014-03-25,232.1492579152291,-518.9124223275658,1121.3975446468737,232.1492579152291,232.1492579152291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.2685478930506,105.2685478930506,105.2685478930506,0.0,0.0,0.0,26.67003726217761,26.67003726217761,26.67003726217761,78.59851063087298,78.59851063087298,78.59851063087298,0.0,0.0,0.0,337.4178058082797
2014-03-26,232.2474476997529,-545.7030726992426,1049.3341855431058,232.2474476997529,232.2474476997529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.90712763194135,74.90712763194135,74.90712763194135,0.0,0.0,0.0,3.483271850981878,3.483271850981878,3.483271850981878,71.42385578095946,71.42385578095946,71.42385578095946,0.0,0.0,0.0,307.1545753316943
2014-03-28,232.44382726880056,-541.7318160777999,1095.264127869794,232.44382726880056,232.44382726880056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7272518305736,58.7272518305736,58.7272518305736,0.0,0.0,0.0,2.731496744041157,2.731496744041157,2.731496744041157,55.99575508653244,55.99575508653244,55.99575508653244,0.0,0.0,0.0,291.17107909937414
2014-03-29,232.54201705332437,-504.8624672897634,1087.5409404563852,232.54201705332437,232.54201705332437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.19769428826217,34.19769428826217,34.19769428826217,0.0,0.0,0.0,-13.812211975600388,-13.812211975600388,-13.812211975600388,48.009906263862554,48.009906263862554,48.009906263862554,0.0,0.0,0.0,266.73971134158654
2014-03-30,232.64020683784818,-525.4695522297203,1051.9221024621713,232.64020683784818,232.64020683784818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.45715626970152,32.45715626970152,32.45715626970152,0.0,0.0,0.0,-7.5560885548258,-7.5560885548258,-7.5560885548258,40.01324482452732,40.01324482452732,40.01324482452732,0.0,0.0,0.0,265.0973631075497
2014-03-31,232.738396622372,-523.806199554825,1083.8781086547926,232.738396622372,232.738396622372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.949391015413525,29.949391015413525,29.949391015413525,0.0,0.0,0.0,-2.1743652837423024,-2.1743652837423024,-2.1743652837423024,32.12375629915583,32.12375629915583,32.12375629915583,0.0,0.0,0.0,262.6877876377855
2014-04-01,232.8365864068958,-485.2282800072514,1014.0695589729186,232.8365864068958,232.8365864068958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.118988305082475,51.118988305082475,51.118988305082475,0.0,0.0,0.0,26.670037262169288,26.670037262169288,26.670037262169288,24.448951042913198,24.448951042913198,24.448951042913198,0.0,0.0,0.0,283.9555747119783
2014-04-02,232.93477619141962,-562.7654922498117,1051.0922410853043,232.93477619141962,232.93477619141962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.567341054858858,20.567341054858858,20.567341054858858,0.0,0.0,0.0,3.483271850923706,3.483271850923706,3.483271850923706,17.08406920393515,17.08406920393515,17.08406920393515,0.0,0.0,0.0,253.5021172462785
2014-04-03,233.03296597594343,-574.6208338064112,1039.256624093223,233.03296597594343,233.03296597594343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7685263740133623,0.7685263740133623,0.7685263740133623,0.0,0.0,0.0,-9.342140043105578,-9.342140043105578,-9.342140043105578,10.11066641711894,10.11066641711894,10.11066641711894,0.0,0.0,0.0,233.8014923499568
2014-04-04,233.1311557604673,-593.4084115071898,1041.6319931457194,233.1311557604673,233.1311557604673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32709946176667,6.32709946176667,6.32709946176667,0.0,0.0,0.0,2.731496744010372,2.731496744010372,2.731496744010372,3.5956027177562975,3.5956027177562975,3.5956027177562975,0.0,0.0,0.0,239.45825522223396
